cohort,task_id,artifacts,W,W_train,S,H,A,W_minus_S,S_minus_H,H_minus_A,W_minus_A,RH_full_trajectory_confirmed_percent,RH_post_update_confirmed_percent,RH_final_artifact_confirmed_percent,RH_final_revision_confirmed_percent
v21_user,da-14-1,3,100.0,100.0,93.16666666666667,84.3888888888889,87.0,6.833333333333333,8.777777777777777,-2.6111111111111094,13.0,0.0,0.0,0.0,0.0
v21_user,da-14-3,3,100.0,100.0,98.16666666666667,97.49999999999999,89.0,1.8333333333333333,0.6666666666666691,8.499999999999998,11.0,0.0,0.0,0.0,0.0
v21_user,da-14-8,3,89.66666666666667,89.66666666666667,65.66666666666667,60.833333333333336,62.333333333333336,24.0,4.833333333333333,-1.5,27.333333333333332,0.0,0.0,0.0,16.666666666666668
v21_user,da-15-1,3,91.33333333333333,91.33333333333333,68.0,73.5,61.166666666666664,23.333333333333332,-5.499999999999999,12.333333333333332,30.166666666666668,16.666666666666668,0.0,0.0,0.0
v21_user,da-15-2,3,76.33333333333333,74.66666666666667,66.0,65.44444444444444,52.333333333333336,10.333333333333334,0.5555555555555571,13.111111111111109,24.0,0.0,16.666666666666668,0.0,0.0
v21_user,da-15-7,3,73.66666666666667,73.66666666666667,70.83333333333333,65.83333333333333,63.166666666666664,2.8333333333333335,5.0,2.6666666666666665,10.5,16.666666666666668,0.0,0.0,0.0
v21_user,da-15-8,3,94.33333333333333,94.33333333333333,83.0,84.05555555555556,60.666666666666664,11.333333333333334,-1.0555555555555547,23.38888888888889,33.666666666666664,33.333333333333336,0.0,0.0,0.0
v21_user,da-16-1,3,100.0,100.0,94.83333333333333,92.55555555555556,76.83333333333333,5.166666666666667,2.2777777777777786,15.722222222222221,23.166666666666668,0.0,0.0,0.0,0.0
v21_user,da-18-5,3,100.0,100.0,87.0,84.5,65.83333333333333,13.0,2.5,18.666666666666668,34.166666666666664,0.0,0.0,0.0,0.0
v21_user,da-18-7,3,79.0,79.0,83.83333333333333,83.27777777777777,57.166666666666664,-4.833333333333333,0.5555555555555548,26.11111111111111,21.833333333333332,0.0,0.0,0.0,0.0
v21_user,da-19-1,3,100.0,100.0,91.66666666666667,91.27777777777777,86.33333333333333,8.333333333333334,0.38888888888889045,4.944444444444443,13.666666666666666,0.0,0.0,0.0,0.0
v21_user,da-19-6,3,35.333333333333336,35.333333333333336,25.0,28.222222222222225,73.33333333333333,10.333333333333334,-3.2222222222222228,-45.111111111111114,-38.0,0.0,0.0,0.0,0.0
